cost;time;% error;1776
1880;90004;5%;1776
1828;81011;2%;1776
1853;83069;4%;1776
1853;75585;4%;1776
1842;87901;3%;1776
path of best solution
28->3->24->4->29->30->31->5->6->10->11->8->9->33->27->2->41->43->22->42->1->0->25->20->38->37->18->17->12->32->7->23->34->13->46->36->14->35->15->16->45->39->19->44->21->40->47->26->28
