cost;time;% error;1776
1836;64270;3%;1776
1897;70482;6%;1776
1846;8514;3%;1776
1889;34801;6%;1776
1832;17498;3%;1776
path of best solution
3->24->29->30->5->6->8->11->10->9->33->27->28->2->41->43->42->22->20->39->21->40->47->26->1->0->25->37->38->18->46->36->35->14->45->19->44->15->16->17->13->34->23->12->32->7->31->4->3
